user	transaction_date	sales_amount	join_date	region
5035	09-02-2016	16.31	21-03-2014	H
5281	09-02-2016	13.85	09-01-2014	H
6252	09-02-2016	28.44	30-05-2014	A
5794	09-02-2016	51.56	02-10-2014	I
7526	09-02-2016	33.45	09-02-2016	D
4565	09-02-2016	11.04	25-12-2014	G
4868	09-02-2016	134.41	14-12-2014	L
8215	09-02-2016	16.31	14-05-2015	C
4854	09-02-2016	17.87	21-03-2014	D
7883	09-02-2016	69.59	08-03-2008	B
7737	09-02-2016	26.97	08-07-2006	O
37	10-02-2016	39.82	01-01-2001	B
2	10-02-2016	58.83	29-06-2004	B
495	10-02-2016	39.58	02-10-2010	J
348	10-02-2016	50.28	29-08-2009	C
245	10-02-2016	42.36	13-11-2010	H
495	10-02-2016	52.19	02-10-2010	J
2376	10-02-2016	104.75	21-03-2014	K
1673	10-02-2016	8.19	10-05-2014	M
768	10-02-2016	36.99	16-02-2015	L
3129	10-02-2016	63.87	02-06-2015	C
1939	10-02-2016	7.68	10-09-2014	B
1580	10-02-2016	20.41	11-11-2014	P
3974	10-02-2016	48.77	10-02-2016	B
2662	10-02-2016	78.98	06-06-2013	B
3242	10-02-2016	340.46	21-03-2014	I
3024	10-02-2016	15.82	05-08-2014	G
3529	10-02-2016	20.94	10-02-2016	C
1715	10-02-2016	8.04	21-03-2014	A
1754	10-02-2016	32.7	02-07-2013	B
4531	10-02-2016	40.98	30-10-2013	M
5717	10-02-2016	28.61	21-03-2014	S
4868	10-02-2016	41.64	14-12-2014	L
4963	10-02-2016	111.24	13-10-2014	A
6059	10-02-2016	26.48	28-03-2011	G
6892	10-02-2016	18.03	10-02-2016	A
7572	10-02-2016	4.84	10-02-2016	I
6208	10-02-2016	16.56	23-06-2012	E
6763	10-02-2016	32.7	03-12-2014	H
6987	10-02-2016	66.12	23-01-2009	F
126	11-02-2016	17.95	11-04-2005	I
122	11-02-2016	32.65	09-01-2009	B
24	11-02-2016	10.57	28-02-2008	J
242	11-02-2016	59.84	08-05-2010	C
430	11-02-2016	21.31	27-06-1999	B
815	11-02-2016	53.12	07-11-2005	B
29	11-02-2016	7.71	20-08-2008	B
8	11-02-2016	48.27	21-12-2002	B
467	11-02-2016	56.97	17-10-2009	C
630	11-02-2016	17.53	20-03-2010	I
28	11-02-2016	30.67	16-04-2011	J
656	11-02-2016	28.28	17-07-2012	M
1460	11-02-2016	85.03	15-11-1999	B
147	11-02-2016	31.29	24-06-2011	I
495	11-02-2016	7.31	02-10-2010	J
629	11-02-2016	7.93	02-07-2013	N
2542	11-02-2016	12.21	03-09-2013	B
1821	11-02-2016	16.31	05-07-2011	B
1391	11-02-2016	57.79	02-04-2014	I
1609	11-02-2016	10.24	21-04-2012	C
1915	11-02-2016	22.89	06-06-2013	A
3746	11-02-2016	10.73	12-03-2015	C
3846	11-02-2016	34.98	11-02-2016	B
2764	11-02-2016	14.03	17-06-2013	M
629	11-02-2016	7.93	02-07-2013	N
3943	11-02-2016	38.44	01-08-2013	G
1915	11-02-2016	0.98	06-06-2013	A
1987	11-02-2016	59.75	22-06-2013	C
2310	11-02-2016	35.21	01-07-2013	B
4010	11-02-2016	20.47	04-05-2014	I
3750	11-02-2016	52.12	14-02-2015	G
3947	11-02-2016	15.02	01-08-2013	A
3011	11-02-2016	56.89	21-03-2014	C
2610	11-02-2016	48.62	04-06-2013	S
5883	11-02-2016	53.2	21-03-2014	D
5161	11-02-2016	7.11	29-01-2014	F
3308	11-02-2016	45.82	25-07-2013	L
2221	11-02-2016	79.77	01-07-2013	I
5548	11-02-2016	49.92	21-03-2014	I
4485	11-02-2016	22.89	21-03-2014	A
5579	11-02-2016	16.31	04-03-2013	I
5620	11-02-2016	42.29	16-04-2014	I
6257	11-02-2016	30.72	21-08-2011	H
7840	11-02-2016	76.15	11-02-2016	A
6564	11-02-2016	45.44	06-05-2010	I
6905	11-02-2016	34.53	03-01-2007	A
7481	11-02-2016	20.89	05-06-2014	L
3487	11-02-2016	45.38	02-07-2013	B
6573	11-02-2016	72.87	31-01-2015	G
5166	11-02-2016	66.45	29-01-2014	C
5759	11-02-2016	39.29	27-01-2014	C
7551	11-02-2016	42.13	02-11-2013	A
12	12-02-2016	67.52	20-01-2006	E
18	12-02-2016	46.54	24-07-2004	I
99	12-02-2016	28.69	12-12-2010	B
1042	12-02-2016	23.69	24-07-2009	H
962	12-02-2016	34.31	28-07-2010	I
454	12-02-2016	88.97	04-02-2012	B
4	12-02-2016	18.61	28-07-2011	B
99	12-02-2016	33.75	12-12-2010	B
2426	12-02-2016	37.51	30-09-2015	C
1480	12-02-2016	20.39	21-04-2014	B
992	12-02-2016	44.7	14-10-2010	C
2904	12-02-2016	19.67	12-02-2016	A
1656	12-02-2016	30.67	01-07-2013	G
1873	12-02-2016	77.35	22-12-2014	I
3329	12-02-2016	10.57	12-02-2016	B
3563	12-02-2016	41.64	12-02-2016	C
629	12-02-2016	24.52	02-07-2013	N
1800	12-02-2016	69.2	17-05-2013	C
2899	12-02-2016	27.6	01-07-2013	M
3280	12-02-2016	20.81	01-07-2013	G
3750	12-02-2016	30.98	14-02-2015	G
629	12-02-2016	8.11	02-07-2013	N
5015	12-02-2016	23.54	21-03-2014	A
2352	12-02-2016	47.88	25-07-2013	I
4125	12-02-2016	33.04	20-11-2014	A
4934	12-02-2016	76.78	30-10-2013	I
4488	12-02-2016	27.79	02-09-2013	G
4665	12-02-2016	61.38	01-07-2013	H
5288	12-02-2016	20.08	21-03-2014	G
4240	12-02-2016	44.93	07-08-2013	H
4841	12-02-2016	62.36	17-09-2013	S
5065	12-02-2016	28.69	25-07-2013	S
7089	12-02-2016	136.64	06-05-2013	A
6108	12-02-2016	45.93	02-09-2013	C
6341	12-02-2016	72.87	26-03-2014	C
5902	12-02-2016	171.6	10-02-2014	L
8226	12-02-2016	78.61	01-06-2010	B
7031	12-02-2016	86.8	22-01-2016	I
8422	12-02-2016	26.88	21-01-2016	I
6288	12-02-2016	38.06	11-11-2010	E
4529	12-02-2016	26.15	21-08-2013	O
9160	12-02-2016	51.56	12-02-2016	S
6707	12-02-2016	34.36	12-10-2010	C
7354	12-02-2016	98.78	23-01-2016	A
619	13-02-2016	14.56	22-04-2009	I
53	13-02-2016	126.15	23-03-2000	B
668	13-02-2016	78.61	04-10-2009	B
310	13-02-2016	37.37	14-11-2010	M
468	13-02-2016	79.24	10-08-2006	F
1272	13-02-2016	41.18	27-10-2012	B
394	13-02-2016	22.54	19-09-2002	B
636	13-02-2016	34.36	18-02-2004	C
1545	13-02-2016	41.74	13-06-2015	C
412	13-02-2016	67.16	10-10-2009	I
401	13-02-2016	72.87	16-09-2011	E
1195	13-02-2016	31.56	07-08-2013	C
1266	13-02-2016	42.56	17-09-2011	A
71	13-02-2016	17.12	30-09-2010	B
2178	13-02-2016	12.7	04-05-2014	C
2560	13-02-2016	171.37	01-07-2013	C
566	13-02-2016	58.53	04-08-2012	B
1711	13-02-2016	205.45	25-07-2013	B
1969	13-02-2016	33.56	06-06-2013	G
817	13-02-2016	18.03	24-02-2006	B
2906	13-02-2016	34.92	06-06-2015	I
629	13-02-2016	36.21	02-07-2013	N
3321	13-02-2016	24.59	13-02-2016	I
3443	13-02-2016	132.06	13-02-2016	C
3486	13-02-2016	18.21	13-02-2016	E
3621	13-02-2016	60.47	13-02-2016	A
629	13-02-2016	18.38	02-07-2013	N
1385	13-02-2016	30.67	14-12-2013	K
2043	13-02-2016	69.96	21-01-2015	G
1576	13-02-2016	44.46	30-05-2013	C
1741	13-02-2016	18.11	24-12-2014	C
2906	13-02-2016	36.15	06-06-2015	I
629	13-02-2016	25.76	02-07-2013	N
3874	13-02-2016	94.75	13-02-2016	B
2504	13-02-2016	106.1	01-07-2013	P
3940	13-02-2016	37.44	13-02-2016	B
3970	13-02-2016	40.21	03-12-2013	I
2908	13-02-2016	33.92	13-02-2016	M
4070	13-02-2016	80.25	02-07-2013	S
3722	13-02-2016	49.45	01-07-2013	S
3649	13-02-2016	74.33	19-11-2013	C
4307	13-02-2016	14.75	03-12-2013	O
1639	13-02-2016	51.58	01-07-2013	G
629	13-02-2016	12.23	02-07-2013	N
3881	13-02-2016	40.77	16-06-2013	F
4842	13-02-2016	11.88	02-07-2013	H
4738	13-02-2016	12.3	21-03-2014	B
4959	13-02-2016	44.93	21-03-2014	A
3933	13-02-2016	36.21	25-07-2013	F
3083	13-02-2016	89.01	20-01-2015	S
3405	13-02-2016	76.15	01-08-2013	G
4843	13-02-2016	74.0	13-11-2013	I
4665	13-02-2016	15.49	01-07-2013	H
4377	13-02-2016	20.73	21-08-2013	L
5808	13-02-2016	301.14	18-10-2003	H
4928	13-02-2016	61.6	03-12-2013	P
4991	13-02-2016	31.29	04-11-2013	C
5167	13-02-2016	52.5	30-10-2013	H
4281	13-02-2016	58.34	04-11-2013	G
5569	13-02-2016	85.94	02-09-2013	F
4678	13-02-2016	57.3	02-07-2013	F
5189	13-02-2016	11.79	03-03-2015	C
6411	13-02-2016	7.37	04-10-2013	P
6751	13-02-2016	54.65	29-01-2014	C
6767	13-02-2016	101.07	07-07-2011	F
7062	13-02-2016	60.8	10-01-2015	H
5353	13-02-2016	13.03	30-10-2013	B
5258	13-02-2016	31.84	29-03-2014	C
6385	13-02-2016	71.7	24-11-2007	F
6428	13-02-2016	35.51	10-12-2015	C
6702	13-02-2016	52.38	11-02-2015	G
7269	13-02-2016	13.85	26-09-2005	B
6882	13-02-2016	39.29	19-02-2015	G
7397	13-02-2016	37.44	07-12-2015	I
7801	13-02-2016	4.02	07-11-2015	C
4529	13-02-2016	0.0	21-08-2013	O
5197	13-02-2016	5.19	09-01-2014	L
8495	13-02-2016	63.03	20-11-2004	H
6881	13-02-2016	19.43	01-09-2003	D
6389	13-02-2016	19.59	03-01-2016	M
7258	13-02-2016	28.04	15-01-2016	M
7737	13-02-2016	90.82	08-07-2006	O
9219	13-02-2016	36.2	13-02-2016	C
5246	13-02-2016	14.67	09-11-2013	B
5696	13-02-2016	17.7	30-05-2015	C
6913	13-02-2016	49.73	10-11-2015	G
7608	13-02-2016	-7.109999999999999e-15	06-03-2004	C
7465	13-02-2016	59.75	14-07-2003	S
6744	13-02-2016	60.8	09-09-2003	G
6422	13-02-2016	135.31	13-07-2003	C
8395	13-02-2016	19.67	20-01-2007	O
6389	13-02-2016	10.49	03-01-2016	M
5459	13-02-2016	37.35	28-04-2014	I
52	14-02-2016	39.29	29-09-2004	B
123	14-02-2016	24.51	25-10-2002	B
662	14-02-2016	130.09	30-07-2010	M
58	14-02-2016	62.88	04-08-2009	I
565	14-02-2016	44.81	30-10-2010	B
207	14-02-2016	20.41	29-01-2011	B
1855	14-02-2016	55.27	30-11-2012	H
898	14-02-2016	9.0	17-07-2013	D
1861	14-02-2016	38.67	23-12-2015	M
28	14-02-2016	12.78	16-04-2011	J
1197	14-02-2016	4.09	01-09-2000	B
2622	14-02-2016	8.86	08-07-2015	C
629	14-02-2016	29.44	02-07-2013	N
629	14-02-2016	19.41	02-07-2013	N
629	14-02-2016	49.12	02-07-2013	N
3957	14-02-2016	55.66	14-02-2016	B
4029	14-02-2016	26.15	14-02-2016	J
2844	14-02-2016	34.11	01-07-2013	O
2580	14-02-2016	38.52	21-03-2014	O
629	14-02-2016	50.96	02-07-2013	N
2461	14-02-2016	29.44	12-11-2014	A
4139	14-02-2016	48.28	12-11-2014	G
3507	14-02-2016	125.98	02-07-2013	F
4230	14-02-2016	26.53	02-07-2013	G
5978	14-02-2016	165.56	16-10-2015	C
4647	14-02-2016	38.44	29-01-2014	A
4990	14-02-2016	75.42	04-11-2013	C
5217	14-02-2016	38.06	15-04-2014	S
5591	14-02-2016	68.94	13-07-2014	H
7434	14-02-2016	98.77	10-06-2003	O
5217	14-02-2016	39.9	15-04-2014	S
8021	14-02-2016	34.98	11-03-2015	S
7207	14-02-2016	57.94	27-11-2006	L
6905	14-02-2016	73.97	03-01-2007	A
6582	14-02-2016	75.49	14-04-2005	I
6689	14-02-2016	22.87	03-01-2011	L
8589	14-02-2016	70.4	20-11-2012	O
5978	14-02-2016	13.09	16-10-2015	C
9928	14-02-2016	45.49	06-06-2004	P
209	15-02-2016	19.18	24-10-2003	B
384	15-02-2016	90.8	08-03-2008	C
2	15-02-2016	39.48	29-06-2004	B
339	15-02-2016	10.9	21-07-2009	B
2078	15-02-2016	38.67	01-10-2014	I
2920	15-02-2016	26.14	25-05-2015	B
3649	15-02-2016	55.15	19-11-2013	C
1506	15-02-2016	54.65	18-04-2015	D
4014	15-02-2016	27.63	15-02-2016	G
629	15-02-2016	21.46	02-07-2013	N
1506	15-02-2016	31.9	18-04-2015	D
2342	15-02-2016	4.58	01-07-2013	G
4242	15-02-2016	36.76	14-10-2014	B
2857	15-02-2016	4.92	01-07-2013	A
3280	15-02-2016	98.77	01-07-2013	G
629	15-02-2016	4.24	02-07-2013	N
4485	15-02-2016	12.46	21-03-2014	A
3507	15-02-2016	26.97	02-07-2013	F
5614	15-02-2016	34.92	26-03-2014	C
5030	15-02-2016	45.92	28-11-2013	D
3591	15-02-2016	15.02	20-08-2013	A
4577	15-02-2016	28.44	25-07-2013	I
4518	15-02-2016	15.57	28-11-2013	M
4379	15-02-2016	61.2	02-07-2013	C
4240	15-02-2016	53.05	07-08-2013	H
6241	15-02-2016	11.39	28-11-2013	M
6735	15-02-2016	60.98	30-05-2015	F
6087	15-02-2016	128.86	23-05-2013	P
5941	15-02-2016	65.58	10-02-2014	P
6123	15-02-2016	201.38	09-03-2015	P
6341	15-02-2016	15.82	26-03-2014	C
7453	15-02-2016	13.85	05-04-2012	F
5917	15-02-2016	42.35	21-06-2014	P
6621	15-02-2016	51.13	29-01-2014	C
6087	15-02-2016	88.89	23-05-2013	P
5003	15-02-2016	9.83	01-07-2013	H
387	16-02-2016	15.48	17-01-2004	M
57	16-02-2016	38.61	14-11-2013	C
32	16-02-2016	18.61	05-08-2008	B
385	16-02-2016	37.9	13-05-2002	B
336	16-02-2016	203.84	28-05-2010	N
325	16-02-2016	30.9	16-01-2011	G
253	16-02-2016	43.36	01-08-2009	B
317	16-02-2016	42.97	05-06-2009	H
702	16-02-2016	25.33	03-07-2009	H
629	16-02-2016	21.46	02-07-2013	N
3080	16-02-2016	125.17	04-01-2016	J
2777	16-02-2016	38.78	13-01-2012	B
2939	16-02-2016	20.55	23-04-2015	I
3122	16-02-2016	47.05	09-02-2015	E
2016	16-02-2016	43.89	25-07-2013	A
629	16-02-2016	46.04	02-07-2013	N
4166	16-02-2016	33.38	21-03-2014	I
1581	16-02-2016	34.6	01-07-2013	L
3484	16-02-2016	8.93	02-07-2013	C
4632	16-02-2016	51.56	16-04-2014	H
5128	16-02-2016	90.28	22-06-2013	A
2772	16-02-2016	87.23	21-03-2014	O
4968	16-02-2016	16.38	21-03-2014	G
6986	16-02-2016	64.84	28-11-2013	A
6341	16-02-2016	34.26	26-03-2014	C
7301	16-02-2016	9.68	28-09-2010	K
6695	16-02-2016	6.48	21-01-2007	G
6328	16-02-2016	59.67	30-03-2011	B
7286	16-02-2016	37.66	14-03-2015	C
8003	16-02-2016	70.58	08-01-2016	F
8317	16-02-2016	25.73	18-05-2007	C
6326	16-02-2016	77.47	17-03-2007	A
9921	16-02-2016	67.87	16-02-2016	C
8948	16-02-2016	26.06	15-11-2010	H
6179	16-02-2016	43.58	01-03-2015	M
200	17-02-2016	36.79	20-09-2007	J
44	17-02-2016	4.84	01-01-2001	B
629	17-02-2016	21.96	02-07-2013	N
629	17-02-2016	31.29	02-07-2013	N
615	17-02-2016	10.57	30-09-2003	B
629	17-02-2016	87.12	02-07-2013	N
1893	17-02-2016	33.43	01-03-2015	C
2098	17-02-2016	6.49	26-01-2015	C
629	17-02-2016	20.53	02-07-2013	N
3529	17-02-2016	12.78	10-02-2016	C
3232	17-02-2016	85.74	15-12-2015	C
2580	17-02-2016	149.02	21-03-2014	O
4374	17-02-2016	321.72	29-10-2013	I
4728	17-02-2016	15.98	25-07-2013	G
4187	17-02-2016	12.55	21-08-2013	F
6086	17-02-2016	125.91	21-08-2013	G
5751	17-02-2016	144.37	27-09-2014	I
6444	17-02-2016	33.68	06-01-2015	G
6185	17-02-2016	43.17	10-02-2014	S
6185	17-02-2016	20.41	10-02-2014	S
5322	17-02-2016	9.83	03-12-2013	G
7465	17-02-2016	10.57	14-07-2003	S
6652	17-02-2016	19.99	21-03-2014	B
8395	17-02-2016	33.08	20-01-2007	O
4888	17-02-2016	127.0	10-03-2015	D
7354	17-02-2016	10.36	23-01-2016	A
5124	17-02-2016	17.62	10-02-2014	P
7357	17-02-2016	8.2	07-08-2015	S
7381	17-02-2016	49.22	05-02-2004	P
6087	17-02-2016	124.93	23-05-2013	P
7357	17-02-2016	42.38	07-08-2015	S
36	18-02-2016	23.69	03-02-2008	I
4	18-02-2016	6.88	28-07-2011	B
441	18-02-2016	6.48	20-10-2003	B
171	18-02-2016	53.2	27-05-2009	B
35	18-02-2016	14.67	15-03-2009	B
380	18-02-2016	38.67	21-10-2007	B
1090	18-02-2016	4.88	25-04-2010	C
629	18-02-2016	48.74	02-07-2013	N
810	18-02-2016	7.37	31-07-2012	B
1673	18-02-2016	51.56	10-05-2014	M
2408	18-02-2016	6.48	18-05-2013	G
3766	18-02-2016	40.9	07-12-2015	C
629	18-02-2016	90.47	02-07-2013	N
2477	18-02-2016	58.64	05-06-2013	I
629	18-02-2016	29.44	02-07-2013	N
1694	18-02-2016	193.2	01-07-2013	B
4868	18-02-2016	55.31	14-12-2014	L
4001	18-02-2016	19.11	02-07-2013	A
4218	18-02-2016	52.19	05-02-2015	C
4503	18-02-2016	54.04	02-02-2015	P
4868	18-02-2016	10.25	14-12-2014	L
6556	18-02-2016	28.61	11-11-2012	M
7127	18-02-2016	8.2	12-09-2014	G
5611	18-02-2016	58.96	03-12-2013	M
4374	18-02-2016	398.14	29-10-2013	I
6996	18-02-2016	46.23	29-10-2015	C
6870	18-02-2016	8.2	08-11-2014	C
343	19-02-2016	20.49	20-11-2008	B
385	19-02-2016	87.65	13-05-2002	B
192	19-02-2016	27.79	24-03-2001	B
8	19-02-2016	30.88	21-12-2002	B
112	19-02-2016	10.57	27-04-2011	B
237	19-02-2016	98.75	06-10-2007	L
32	19-02-2016	23.36	05-08-2008	B
629	19-02-2016	25.14	02-07-2013	N
820	19-02-2016	7.78	12-07-2010	B
117	19-02-2016	42.97	12-08-2005	B
1609	19-02-2016	51.56	21-04-2012	C
1539	19-02-2016	38.44	12-12-2015	C
4160	19-02-2016	42.91	19-02-2016	C
3474	19-02-2016	42.77	19-02-2016	B
1693	19-02-2016	20.41	05-06-2013	S
2297	19-02-2016	50.57	02-07-2013	N
4491	19-02-2016	123.12	21-10-2013	I
5158	19-02-2016	11.39	17-09-2013	C
3649	19-02-2016	39.84	19-11-2013	C
4816	19-02-2016	11.08	02-07-2013	K
3383	19-02-2016	31.07	02-07-2013	I
5230	19-02-2016	70.64	30-10-2013	S
5108	19-02-2016	10.57	10-08-2013	E
5954	19-02-2016	51.09	24-04-2015	E
6066	19-02-2016	104.02	08-08-2014	I
3949	19-02-2016	21.97	14-10-2014	G
4132	19-02-2016	32.49	08-11-2014	G
4240	19-02-2016	30.17	07-08-2013	H
6714	19-02-2016	4.76	23-01-2014	C
8303	19-02-2016	13.85	22-02-2012	H
93	20-02-2016	84.09	01-01-2001	B
218	20-02-2016	20.49	20-09-2007	B
472	20-02-2016	53.92	14-02-2008	P
10	20-02-2016	89.97	01-01-2001	C
173	20-02-2016	13.89	05-06-2007	C
288	20-02-2016	8.59	04-05-2002	B
191	20-02-2016	30.81	01-01-2001	B
274	20-02-2016	5.32	11-04-2001	B
225	20-02-2016	70.41	18-08-2010	M
336	20-02-2016	34.98	28-05-2010	N
343	20-02-2016	13.85	20-11-2008	B
495	20-02-2016	52.81	02-10-2010	J
814	20-02-2016	22.23	26-09-2009	C
348	20-02-2016	299.46	29-08-2009	C
767	20-02-2016	44.2	10-10-2009	B
1434	20-02-2016	37.06	25-01-2013	C
629	20-02-2016	9.22	02-07-2013	N
1125	20-02-2016	25.31	09-06-2012	C
2734	20-02-2016	8.11	20-02-2016	D
1156	20-02-2016	47.89	09-11-2015	B
1156	20-02-2016	4.51	09-11-2015	B
2199	20-02-2016	62.21	26-05-2013	C
3401	20-02-2016	69.51	20-02-2016	B
3474	20-02-2016	33.61	19-02-2016	B
2338	20-02-2016	108.04	07-03-2015	I
3665	20-02-2016	45.82	25-05-2013	F
4400	20-02-2016	30.24	25-07-2013	L
3649	20-02-2016	15.31	19-11-2013	C
4974	20-02-2016	30.85	21-08-2013	B
3650	20-02-2016	4.87	01-07-2013	A
2297	20-02-2016	8.2	02-07-2013	N
2205	20-02-2016	27.37	01-07-2013	P
4125	20-02-2016	53.01	20-11-2014	D
5453	20-02-2016	17.94	04-04-2015	T
2536	20-02-2016	64.09	01-07-2013	G
3242	20-02-2016	16.09	21-03-2014	I
5942	20-02-2016	41.53	10-02-2014	L
4449	20-02-2016	16.31	18-12-2013	G
4284	20-02-2016	61.31	01-08-2013	G
4339	20-02-2016	18.77	28-11-2013	L
6328	20-02-2016	9.75	30-03-2011	B
5780	20-02-2016	6.48	08-06-2013	Q
4924	20-02-2016	8.2	09-01-2014	H
6590	20-02-2016	8.2	20-02-2016	H
6554	20-02-2016	67.87	19-01-2013	H
7366	20-02-2016	45.82	20-02-2016	D
5953	20-02-2016	17.62	13-03-2011	H
6825	20-02-2016	68.77	23-11-2014	I
8454	20-02-2016	110.57	20-02-2016	B
8607	20-02-2016	6.49	28-05-2012	A
8939	20-02-2016	73.36	28-04-2015	B
7961	20-02-2016	73.42	10-12-2011	G
6755	20-02-2016	12.04	05-01-2015	C
6555	20-02-2016	71.25	30-10-2010	P
7454	20-02-2016	14.66	20-08-2015	H
7357	20-02-2016	37.3	07-08-2015	S
8307	20-02-2016	75.82	26-11-2005	C
44	21-02-2016	7.31	01-01-2001	B
105	21-02-2016	39.3	26-11-2002	H
887	21-02-2016	115.45	28-11-2010	C
205	21-02-2016	17.94	27-06-1999	B
1196	21-02-2016	18.43	16-09-2009	C
789	21-02-2016	14.67	27-11-2010	B
1197	21-02-2016	3.1	01-09-2000	B
2498	21-02-2016	16.39	21-02-2016	D
1732	21-02-2016	49.92	14-02-2013	K
887	21-02-2016	50.85	28-11-2010	C
1295	21-02-2016	13.86	13-10-2015	A
629	21-02-2016	20.21	02-07-2013	N
2025	21-02-2016	67.77	22-05-2013	C
1756	21-02-2016	4.91	01-07-2013	G
1756	21-02-2016	65.08	01-07-2013	G
3847	21-02-2016	73.44	02-07-2013	A
2528	21-02-2016	17.61	01-07-2013	G
4678	21-02-2016	34.31	02-07-2013	F
5750	21-02-2016	14.98	07-11-2015	I
3361	21-02-2016	37.62	01-07-2013	F
6688	21-02-2016	1.23	21-02-2016	B
7490	21-02-2016	17.62	21-02-2016	O
6573	21-02-2016	22.54	31-01-2015	G
9945	21-02-2016	44.81	21-02-2016	G
350	22-02-2016	53.2	07-02-2002	B
288	22-02-2016	3.68	04-05-2002	B
338	22-02-2016	19.26	19-07-2009	H
338	22-02-2016	19.26	19-07-2009	H
615	22-02-2016	26.88	30-09-2003	B
2510	22-02-2016	19.66	17-10-2014	I
629	22-02-2016	16.21	02-07-2013	N
615	22-02-2016	47.54	30-09-2003	B
2962	22-02-2016	7.86	30-09-2015	B
1657	22-02-2016	19.99	03-04-2015	C
2607	22-02-2016	41.72	15-01-2015	C
3219	22-02-2016	13.11	22-02-2016	L
629	22-02-2016	58.96	02-07-2013	N
2310	22-02-2016	19.65	01-07-2013	B
3816	22-02-2016	3.27	01-08-2013	G
4117	22-02-2016	31.88	01-07-2013	B
3279	22-02-2016	28.93	14-01-2016	C
2297	22-02-2016	40.9	02-07-2013	N
4848	22-02-2016	64.92	17-09-2013	I
2342	22-02-2016	10.57	01-07-2013	G
4490	22-02-2016	156.18	26-12-2014	A
4762	22-02-2016	21.23	21-03-2014	D
4064	22-02-2016	17.13	02-09-2013	H
6389	22-02-2016	7.37	03-01-2016	M
6428	22-02-2016	27.71	10-12-2015	C
6993	22-02-2016	104.76	28-11-2013	I
4762	22-02-2016	127.38	21-03-2014	D
6894	22-02-2016	24.51	16-11-2005	D
7273	22-02-2016	4.86	05-02-2016	C
6243	22-02-2016	18.85	27-11-2009	G
7991	22-02-2016	8.11	20-11-2014	I
7031	22-02-2016	26.23	22-01-2016	I
9012	22-02-2016	8.93	22-02-2016	G
9962	22-02-2016	16.79	22-02-2016	B
220	23-02-2016	66.15	08-12-2004	E
14	23-02-2016	43.83	24-06-2004	F
643	23-02-2016	34.3	09-07-2009	C
37	23-02-2016	26.8	01-01-2001	B
183	23-02-2016	27.22	24-07-2009	J
668	23-02-2016	38.06	04-10-2009	C
1252	23-02-2016	12.21	21-12-2010	B
267	23-02-2016	31.44	17-11-2008	B
1457	23-02-2016	27.87	07-12-2013	A
3207	23-02-2016	129.43	02-09-2013	I
2208	23-02-2016	64.77	01-07-2013	B
3852	23-02-2016	11.47	23-02-2016	A
1924	23-02-2016	35.57	02-07-2013	S
4069	23-02-2016	45.37	25-06-2013	M
4632	23-02-2016	18.03	16-04-2014	H
4641	23-02-2016	6.88	04-11-2013	E
6863	23-02-2016	24.53	19-11-2014	I
7430	23-02-2016	33.02	27-11-2006	N
6010	23-02-2016	14.98	29-01-2014	S
6714	23-02-2016	9.01	23-01-2014	C
7884	23-02-2016	74.51	04-03-2013	I
6945	23-02-2016	72.66	19-08-2015	B
9326	23-02-2016	6.78	19-02-2007	K
793	24-02-2016	139.19	04-08-2011	C
96	24-02-2016	52.19	11-01-2008	M
943	24-02-2016	95.47	09-10-2010	H
771	24-02-2016	93.19	27-02-2010	B
1887	24-02-2016	13.03	29-10-2015	O
2117	24-02-2016	49.02	02-07-2013	I
549	24-02-2016	28.61	30-10-2003	I
2908	24-02-2016	62.21	13-02-2016	M
1164	24-02-2016	56.07	11-10-2012	B
2939	24-02-2016	6.48	23-04-2015	I
346	24-02-2016	92.53	19-04-2013	D
2908	24-02-2016	13.76	13-02-2016	M
3721	24-02-2016	33.75	21-12-2015	C
1924	24-02-2016	41.15	02-07-2013	S
4336	24-02-2016	69.96	24-02-2016	G
4125	24-02-2016	24.2	20-11-2014	A
4432	24-02-2016	39.26	02-07-2013	I
4574	24-02-2016	11.39	21-08-2013	P
3242	24-02-2016	66.7	21-03-2014	I
3376	24-02-2016	82.7	03-12-2013	G
4991	24-02-2016	29.18	04-11-2013	C
4814	24-02-2016	27.44	21-03-2014	G
5256	24-02-2016	53.92	12-01-2015	M
9187	24-02-2016	22.0	01-09-2006	M
4696	24-02-2016	25.26	04-10-2013	C
6946	24-02-2016	25.33	17-04-2014	H
124	25-02-2016	35.86	11-02-2010	J
124	25-02-2016	3.08	11-02-2010	J
1090	25-02-2016	26.97	25-04-2010	C
615	25-02-2016	24.35	30-09-2003	B
629	25-02-2016	54.65	02-07-2013	N
886	25-02-2016	38.44	29-07-2012	I
1653	25-02-2016	17.05	19-06-2014	C
3375	25-02-2016	7.8	25-02-2016	N
2303	25-02-2016	17.13	19-12-2015	C
2899	25-02-2016	300.07	01-07-2013	M
1972	25-02-2016	35.46	01-07-2013	A
2297	25-02-2016	8.2	02-07-2013	N
4399	25-02-2016	31.25	17-09-2013	B
5282	25-02-2016	51.56	16-10-2013	B
6172	25-02-2016	13.03	18-12-2013	L
7016	25-02-2016	10.39	01-11-2014	G
6870	25-02-2016	63.26	08-11-2014	C
8650	25-02-2016	12.28	25-02-2016	B
5812	25-02-2016	9.75	01-07-2009	G
7031	25-02-2016	8.2	22-01-2016	I
8161	25-02-2016	34.76	20-06-2006	A
94	26-02-2016	64.66	21-03-2008	C
94	26-02-2016	31.9	21-03-2008	C
